5250       ORG/CERT/TECH ASSIST NO CERT
5270       ORG/FORN AV'N AUTH'Y ASSESSMENT
5271       ORG/FORN AV'N AUTH'Y REASSESM'T
5299
"5300.0      AOC, AMO, ATO TECH ADMIINISTRATION"
5300.1
5302       TECH/ADMN/OPER/EVAL MAN INIT
5303       TECH/ADMN/OPER/EVAL MAN REVSN
5305       TECH/ADMN/OPER/EVAL TRNG INIT
5306       TECH/ADMN/OPER/EVAL TRNG REVSN
5308       TECH/ADMN/OPER/TEST EVAC/DITCH
5309       TECH/ADMN/OPER/TEST OTHER GRND
5310       TECH/ADMN/OPER/TEST OTHER FLT
5311       TECH/ADMIN/OPER/APPROVAL/DE-ICE
5312       TECH/ADMN/OPER/APRV MEL INIT
5313       TECH/ADMN/OPER/APRV MEL REVISN
5315       TECH/ADMN/OPER/OPS SPEC ORIG
5316       TECH/ADMN/OPER/OPS SPEC REVISN
5318       TECH/ADMN/OPER/PROVING FLIGHT
5319       TECH/ADMN/OPER/EVAL DEVIATION
5321       TECH/ADMN/OPER/ACFT/ENG UTILZN
5323       TECH/ADMN/OPER/REVIEW OTHER
5325       TECH/ADMN/OPR/REVW SDR ROUTINE
5326       TECH/ADMN/OPER/REVW SDR SIGNIF
5328       TECH/ADMN/OPER/W&B INITIAL
5329       TECH/ADMN/OPER/W&B REVISION
5331       TECH/ADMN/OPER/RELIAB PRG INIT
5332       TECH/ADMN/OPER/RELIAB PRG REVS
5333       TECH/ADMN/OPER/CONT SURV INIT
5334       TECH/ADMN/OPER/CONT SURV REVSN
5336       TECH/ADMN/OPER/EVAL ACFT ORIG
5337       TECH/ADMN/OPER/EVAL ACFT ADD'L
5338       TECH/ADMN/OPER/EVAL FACILITY
5339       TECH/ADMN/OPER/EVAL CNTRCT FAC
5340       TECH/ADMN/OPER/EVAL SUPRT FAC
5341       TECH/ADMN/OPR/EVAL INSP PRG INT
5342       TECH/ADMN/OPR/EVAL INSP PRG REV
5343       TECH/ADMN/OPR/EVAL AAIP INIT
5344       TECH/ADMN/OPR/EVAL AAIP REVISN
5346       TECH/ADMN/OPR/EVAL EO/AD/MOD/AL
5349       TECH/ADM/OPER/EVAL CTR PLN-REV
5350       TECH/ADMN/OPER/GROUND A/C ACFT
5351       TECH/ADMN/OPER/EVAL MANUAL/DOC
5352       TECH/ADMN/OPER/EVAL PERSNL REC
5356       TECH/ADMIN/OPER/EVAL FUEL FACIL
5358       TECH/ADMN/OPER/EVAL MAINT REC
5359       TECH/ADMN/OPER/EVAL ACFT LEASE
5360       TECH/ADMN/OPER/EXT LOAD RENEW
5361       TECH/ADMIN/OPER EXT LOAD AMND
5365       TECH/ADMN/OPER/AMND/REISU CERT
5371       TECH/ADMN/AGNCY/EVAL MAN INIT
5372       TECH/ADMN/AGNCY/EVAL MAN REVSN
5373       TECH/ADMN/AGNCY/MEL-SCIG INIT A
5374       TECH/ADMN/AGNCY/MEL-SCIG REV AP
5375       TECH/ADMN/AGNCY/APV ADDL RATNG
